text,gender
techybit bbclaurak they'll probably ignore the lords quite rightly and make some adjustment to ensures low paid workers don't suffer.,1
i was just thinking what if nintendo supported metroid like ms does halo and it had a great mp. imagine that,1
marryysol went on a drive with her and 10 minutes we've almost died 3 times,1
there's this one homeless guy that i always stop and give money to but he's not there today and i am sad,1
sdsumorgan ten great cities for my daughters to consider living in and pursue technology careers in!!!,0
"mathdoris jerseyjazzman njleftbehind. adding choice and data would ""dismantle"" them.  admitting they were weak was an ""attack.""",0
buzzfeed i love candy corn and guess what i like the old stuff that had bits of plasticcandycorn,0
riparian tree cover as refugia https://t.co/wvl14k4qeg,0
justinbieber ownnnn _ you are so beautiful and brazilian beliebers believe in you,1
kintoki! they discovered a comet with your favorites! booze and sugar!,0
going through phones is stupid and terrible,1
chells_b_fit literally happened to me just the other day and i felt like a little part of me died inside _,1
being sore and having your room on the second floor is a fucking struggle _,1
llmk100_larry nfulmer0827 schlichting1103 lol... 2 labs and a feisty poodle here! https://t.co/i7rpgam98n,1
"my coffee, cinta ibadah and me. that coffee taste good tho! nightshift https://t.co/vhktnu3qnw",1
gag orders imposed by washington to prohibit chemtrail and geoengineering truth https://t.co/k7x7jtmglf,0
your title tag is your best means of improving both search rankings and search referrals. seo,0
kweensavage lol that shit irri dawg and they wonder why idgaf but will give the ones that deserve it thy respect,0
i just voted for justinbieber for artistoftheyear go here https://t.co/bfbexh0efx and vote for your favorite! 9 amas justinbieber,1
"goals for next two weeks: a 3000 word report to be completed, study abroad essay, and finish the west wing. nae bother.",1
"i am home....i had to go over the person's house for the group work it was a double whammy seeing he had a dog and smoked, can't stand that",0
tchaten imuggle app_factor tim if you didn't know allie and that factor now you do great website allie is a fantastic writer and nerd,0
but seriously i need a job and money and capitalism isn't helping,0
bc jess has a shopping problem i make her do little hauls for me here and there to live through her,1
shid not the one at selu _ got all them workers and still slow.  https://t.co/9yekp6ljaw,1
toddy19 innesmary it's common for driver dashcam videos showing and complaining about cyclists to be the ones in the wrong.,0
natashajsgolf mike_leitch christ listen to u 2 better light some candles and burn some incense fountainofknowledge__,0
california natural resource agency cnra and vmware vcloud air https://t.co/h51rhegfjy,0
and i hate the fact that i miss you so much but i have to wait for couple of months _,1
"where my ogs at????

tag your goddess sisters and let the shine sharing begin!!!

momma goddess wants_ https://t.co/jyzholq5ik",1
if you're on my fantasy team you're supposed to be good. get off your knees and stop blowing it for me.,0
floralbaran and jenn ofc. and angie,0
jonahgreen so are we supposed to play the song in the background and then film it?,1
ferg and fall out boy on a track wtf? https://t.co/synabaqxpw,0
if you want middle aged women at work to like you more show them photos of your cats and talk about them as if they're all you have,0
"matthewberrytmr fieldyates i have pit rbs, lamar, and gb rbs...who do i trade away, and which wrs could i get?",0
"i don't it's not a big thing, but it annoys me this audiobook reader says 'mainsail' and not 'mainsel' onstrangertides",1
jamescurle i was baffled. i mean we win there for the first time in daggone 14 years and that's your reaction? c'mon mane,0
i be on twitter to much and thats what get me in trouble,0
so my life goal atm is to stop being obsessed with him and get over that thing and live my life abd worry about real things,1
ireallywant my havva and/ orlauren follow :,1
if you ever feel sad just remember that the earth is 4.5 billion years old and you just managed to live at the same time as justin bieber,0
"jpollock1996 as someone on question time said, ""wales is now a third world country, make stephen crabb the leader and scrap the assembly"" _",0
"when i see zach again, i am going to hug him and never let him go",1
and it's fucking female,0
i can't invest time into the same person over and over again with the same outcome. i've done that one too many times before. _٪_ُ__х_ُ_,1
aldurham01 nice profile pic!  atl hoosier nation is looking forward to following your successful hs and college career at iu,0
jcolenc you made music fun to listen to no lie i can close my eyes and picture everything you saying scene by scene.. the biggie of n.c __ُ,0
8-angle pose the way it is supposed to like by thebester and me doing prep poses to get there with_ https://t.co/iyabtpb03d,1
kiss me on the dick and set me free but plz don't bite https://t.co/rvfnakaayz,0
reyaaaab_ shittt i can't tell i don't know you and you don't know me so i'm trying to see why you took the time out of the day to follow me,1
"haitians wait as authorities work out tallies of sunday vote for prez, lawmakers and municipal offices. from ap https://t.co/rbsugjwqjf",0
and this is why coltonlhaynes is forever my mcm _≝_ https://t.co/hsahwcndh4,1
"i regret nothing. 
stuffed baked sweet potatoes with avocado, black beans, mint and pomegranate _ٍ_ vegan https://t.co/jrgcdmvral",1
main_events krusherkovalev hurrymartyn adonissuperman yvonmichelgym put pics of the emails and tag them,0
i deserve to be happy.. time to bitch up and stop caring for sorry ass ppl..,1
rareblackjak and that list is long..&amp; ignored by many. why is dignity an afterthought on social media? is attention so important?,1
and how does this post unlook  https://t.co/tf9vbqcyxc,0
"retweet and sign up on https://t.co/hdgzcrqu5m sexy they are waiting!
mature https://t.co/tjrk42ax6j",1
_i'm bored and hungry af,1
ebwashington binarybits oem-owned car2go. oems and tier 1s or future suppliers--google likely in best position for av subscription model,0
underoathband and twentyonepilots in 2016???? it's gonna be a good year.,0
when you try to be nice and bring emily coffee and a bagel for breakfast and she doesn't even show up _,1
".vinylmeplease weekend vinyl finds!! fleetwood mac- rumors and some eclectic 45 singles the 4 seasons, abba, etc https://t.co/ql4lqpa47z",1
venicemase at this point just staying healthy and seeing the core group of young guys develop,0
"i've seen so many people in sweatshirts and winter hats while i'm still rockin' a t-shirt, shorts, and flip-flips.",0
"equal rights and opportunities too, but sure https://t.co/zqj5hjzfix",1
orsvp i have never been to a concert and i'm turning sixteen and it would be a privilege to see my favorite artist as my first concert.,1
"self acceptance challenge

day 3: i am giving up being scared and i am creating the possibility of being... https://t.co/ghyfaaymrf",1
"we be the colors of the mad and the wicked
we be bad, we be brickit with the 24 hour sign",1
ios added a champagne emoji and more choices of hammers but not shot glasses?,0
need a weekend get away just me and a lady..,0
w101spoilers ugh. i'd got the per pip and like no after effect __,0
ukhouseoflords a decision of reason from the experience of age and wisdom.,0
loveee_aline mine and allies date_,1
i will literally put everything on god and give him all the credit . negative and positive stuff .,0
get off them bars get sleepy grab a lil bitch and go lay it down. ,0
manami84808 attractive and adorable yuong lady,0
7 days and i see this oh my goddccvc https://t.co/xav4i6irbi,1
"in most cases people won't speak of your achievements, so do yourself a favour and tell us how great you're but be humble about it",0
looking forward to needing some possible shoulder and knee surgery after today bangedup,0
"ima fuck around and bring lira's mom to tampa to host a club... clubpromoters, this is ur chance to shine",0
i will forever prefer simple and elegant,1
this is your curse. and not even love can cure you from it.,1
and i thought the blue was bad. l o l,1
"shawnmendes you should do a follow spree, and then follow me :",1
the perfect allergy-friendly and gluten-free fall treat! check out our new recipe! - https://t.co/mszwy8p1ux,1
when you and your boss wear the exact same thing to work. dreamteam onpoint ilovemycaa gilly _ https://t.co/iayxpoirii,1
"hi princess of light eyes _. 
you and a great makeup artist __ .
you are awesome lottie . 
please follow me babe ? _٪_٪ lottietommo x528",1
